0,1,2,3,4,5,6,7,8,9,10
ketchup,rolls/buns,,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
whole milk,yogurt,,,,,,,,,
soda,dishes,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
pastry,brown bread,,,,,,,,,
rolls/buns,butter,,,,,,,,,
specialty bar,candles,,,,,,,,,
soda,Instant food products,,,,,,,,,
coffee,bottled water,,,,,,,,,
beef,pip fruit,,,,,,,,,
tropical fruit,ice cream,butter milk,domestic eggs,,,,,,,
curd,rolls/buns,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
hard cheese,coffee,,,,,,,,,
frankfurter,grapes,soda,seasonal products,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
liqueur,yogurt,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
ham,brown bread,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
whole milk,citrus fruit,shopping bags,white wine,soda,yogurt,,,,,
whole milk,candles,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
bottled water,butter milk,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
whole milk,curd,hygiene articles,,,,,,,,
whole milk,coffee,,,,,,,,,
packaged fruit/vegetables,bottled beer,,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
beef,newspapers,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
sausage,pastry,bottled beer,UHT-milk,,,,,,,
hamburger meat,dog food,domestic eggs,,,,,,,,
canned fish,fruit/vegetable juice,,,,,,,,,
frozen meals,pasta,curd,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
canned beer,male cosmetics,white wine,ice cream,,,,,,,
pork,oil,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
meat,whole milk,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
other vegetables,onions,,,,,,,,,
waffles,sugar,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
canned beer,yogurt,,,,,,,,,
beverages,other vegetables,root vegetables,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
root vegetables,whole milk,,,,,,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
sausage,chicken,margarine,yogurt,,,,,,,
domestic eggs,bottled water,kitchen towels,,,,,,,,
soda,frozen meals,liquor (appetizer),specialty chocolate,,,,,,,
butter,frozen meals,,,,,,,,,
ice cream,grapes,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
whole milk,roll products ,rice,,,,,,,,
frankfurter,chicken,butter,bottled water,,,,,,,
beverages,whole milk,onions,,,,,,,,
root vegetables,soda,long life bakery product,,,,,,,,
nut snack,canned beer,,,,,,,,,
UHT-milk,frozen fish,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
beef,UHT-milk,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
canned fish,curd,,,,,,,,,
beef,domestic eggs,,,,,,,,,
specialty chocolate,pork,,,,,,,,,
root vegetables,whole milk,napkins,,,,,,,,
dishes,chewing gum,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
bottled beer,soda,newspapers,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
mayonnaise,bottled beer,rolls/buns,specialty fat,,,,,,,
chocolate,dessert,flour,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
UHT-milk,margarine,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
bottled water,yogurt,tropical fruit,whole milk,,,,,,,
soda,onions,pastry,,,,,,,,
beverages,beverages,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
whole milk,rolls/buns,dish cleaner,,,,,,,,
ham,yogurt,,,,,,,,,
tropical fruit,tropical fruit,napkins,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
rolls/buns,curd,,,,,,,,,
whole milk,whole milk,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
condensed milk,waffles,domestic eggs,,,,,,,,
brown bread,newspapers,,,,,,,,,
soda,pasta,curd cheese,,,,,,,,
curd,chocolate marshmallow,,,,,,,,,
citrus fruit,beef,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
organic sausage,grapes,pastry,,,,,,,,
ham,curd cheese,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
sausage,soda,,,,,,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
canned beer,rolls/buns,,,,,,,,,
citrus fruit,beef,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
liquor,brown bread,whole milk,,,,,,,,
frozen meals,whole milk,,,,,,,,,
newspapers,beef,,,,,,,,,
butter,detergent,,,,,,,,,
yogurt,waffles,,,,,,,,,
whole milk,cat food,long life bakery product,,,,,,,,
ham,onions,baking powder,,,,,,,,
whole milk,onions,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
coffee,tropical fruit,,,,,,,,,
white wine,soft cheese,,,,,,,,,
butter milk,dessert,,,,,,,,,
brown bread,pastry,canned beer,,,,,,,,
curd,salty snack,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
softener,margarine,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
beef,butter milk,,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
bottled beer,beverages,,,,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
meat,pasta,baking powder,,,,,,,,
curd,citrus fruit,rolls/buns,other vegetables,dessert,,,,,,
processed cheese,rolls/buns,canned fish,,,,,,,,
berries,cake bar,,,,,,,,,
chocolate,yogurt,,,,,,,,,
soda,tropical fruit,,,,,,,,,
other vegetables,salt,,,,,,,,,
soda,shopping bags,cream cheese ,,,,,,,,
berries,frankfurter,beef,brown bread,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whole milk,chewing gum,yogurt,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
berries,butter milk,,,,,,,,,
whole milk,butter,soda,fruit/vegetable juice,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
hamburger meat,candy,napkins,,,,,,,,
specialty chocolate,soda,curd,female sanitary products,,,,,,,
soda,whole milk,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pastry,long life bakery product,sliced cheese,yogurt,,,,,,,
rolls/buns,berries,shopping bags,rice,,,,,,,
beef,frozen vegetables,,,,,,,,,
newspapers,flour,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
citrus fruit,other vegetables,brown bread,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whipped/sour cream,other vegetables,honey,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
root vegetables,sausage,condensed milk,other vegetables,canned beer,white bread,hard cheese,frozen vegetables,,,
pork,white wine,,,,,,,,,
rolls/buns,onions,butter,whole milk,rolls/buns,,,,,,
butter,tropical fruit,whole milk,napkins,,,,,,,
soda,other vegetables,,,,,,,,,
turkey,frozen potato products,butter,frozen dessert,,,,,,,
cling film/bags,canned vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
sausage,canned beer,,,,,,,,,
pastry,other vegetables,,,,,,,,,
white bread,baking powder,,,,,,,,,
whole milk,pork,rolls/buns,yogurt,,,,,,,
frankfurter,specialty chocolate,brown bread,herbs,rolls/buns,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
beef,tea,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
candy,spread cheese,,,,,,,,,
yogurt,detergent,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
root vegetables,berries,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
shopping bags,newspapers,curd,hard cheese,,,,,,,
butter milk,whole milk,,,,,,,,,
sausage,newspapers,salty snack,soda,,,,,,,
soda,canned vegetables,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
fruit/vegetable juice,chocolate,cat food,coffee,,,,,,,
root vegetables,frozen fish,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
napkins,cocoa drinks,shopping bags,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
brown bread,dessert,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
chewing gum,cream cheese ,,,,,,,,,
whipped/sour cream,seasonal products,,,,,,,,,
ham,spread cheese,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
frozen vegetables,rolls/buns,cling film/bags,,,,,,,,
pork,onions,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
bottled beer,rolls/buns,ice cream,pastry,,,,,,,
dog food,pork,,,,,,,,,
chicken,butter,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
other vegetables,curd,,,,,,,,,
canned beer,syrup,brown bread,rice,,,,,,,
butter,waffles,,,,,,,,,
herbs,soda,,,,,,,,,
soda,root vegetables,rolls/buns,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
meat,canned beer,soda,,,,,,,,
pork,bottled beer,whole milk,margarine,,,,,,,
root vegetables,candles,,,,,,,,,
sausage,pip fruit,tropical fruit,pasta,rolls/buns,beverages,brown bread,,,,
brown bread,yogurt,,,,,,,,,
soda,waffles,,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
dessert,coffee,whole milk,cream cheese ,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
berries,brown bread,,,,,,,,,
yogurt,berries,butter,pastry,,,,,,,
pork,light bulbs,waffles,,,,,,,,
cake bar,butter,,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,
rolls/buns,popcorn,fruit/vegetable juice,,,,,,,,
sugar,bottled water,cream cheese ,,,,,,,,
finished products,canned fish,,,,,,,,,
curd,beef,napkins,,,,,,,,
frankfurter,butter milk,,,,,,,,,
sausage,sausage,domestic eggs,dish cleaner,rolls/buns,other vegetables,soda,,,,
zwieback,sausage,whole milk,soda,canned beer,hygiene articles,,,,,
tropical fruit,soda,,,,,,,,,
brown bread,frozen meals,cat food,white bread,,,,,,,
pip fruit,waffles,,,,,,,,,
instant coffee,yogurt,other vegetables,,,,,,,,
butter milk,shopping bags,baking powder,,,,,,,,
root vegetables,chewing gum,chocolate,bottled beer,,,,,,,
whole milk,rice,,,,,,,,,
other vegetables,beverages,,,,,,,,,
baby cosmetics,bottled water,,,,,,,,,
canned fish,yogurt,,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,waffles,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
liver loaf,herbs,,,,,,,,,
frankfurter,other vegetables,sugar,,,,,,,,
beverages,pork,,,,,,,,,
beef,rolls/buns,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
white wine,sliced cheese,whole milk,oil,rolls/buns,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
pip fruit,cat food,,,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
bottled water,dishes,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
sauces,tropical fruit,,,,,,,,,
white bread,butter,,,,,,,,,
herbs,citrus fruit,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
bottled beer,tropical fruit,sliced cheese,dishes,,,,,,,
sugar,shopping bags,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
soft cheese,sugar,,,,,,,,,
curd cheese,red/blush wine,margarine,,,,,,,,
hard cheese,other vegetables,whole milk,zwieback,,,,,,,
coffee,margarine,,,,,,,,,
margarine,yogurt,,,,,,,,,
beef,ketchup,pork,hygiene articles,,,,,,,
sausage,canned beer,kitchen towels,,,,,,,,
sausage,pork,sugar,,,,,,,,
tropical fruit,pastry,salty snack,,,,,,,,
root vegetables,frankfurter,other vegetables,mayonnaise,,,,,,,
white bread,frozen vegetables,soda,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
dishes,frozen fish,,,,,,,,,
whole milk,processed cheese,pastry,baking powder,fruit/vegetable juice,coffee,newspapers,,,,
frankfurter,yogurt,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
hard cheese,whipped/sour cream,,,,,,,,,
oil,cream cheese ,white bread,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
specialty bar,brown bread,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
tropical fruit,turkey,salty snack,,,,,,,,
sparkling wine,cream cheese ,,,,,,,,,
kitchen towels,bottled beer,,,,,,,,,
sausage,canned beer,frozen vegetables,detergent,,,,,,,
long life bakery product,napkins,,,,,,,,,
specialty fat,red/blush wine,,,,,,,,,
rolls/buns,rum,,,,,,,,,
butter,butter,margarine,,,,,,,,
yogurt,other vegetables,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
grapes,misc. beverages,,,,,,,,,
curd,detergent,,,,,,,,,
newspapers,fruit/vegetable juice,specialty chocolate,,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
pork,butter milk,,,,,,,,,
pip fruit,butter,bottled water,,,,,,,,
dessert,bottled beer,,,,,,,,,
misc. beverages,waffles,,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
pet care,pastry,red/blush wine,,,,,,,,
fish,soda,bottled beer,bottled beer,,,,,,,
brown bread,oil,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
chocolate,brown bread,,,,,,,,,
citrus fruit,canned fish,,,,,,,,,
ham,frozen meals,,,,,,,,,
brown bread,yogurt,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
frankfurter,whole milk,other vegetables,,,,,,,,
cat food,candles,whole milk,,,,,,,,
bottled beer,frozen dessert,rolls/buns,berries,rice,white bread,,,,,
sausage,long life bakery product,curd,,,,,,,,
coffee,whole milk,,,,,,,,,
frozen vegetables,bottled water,,,,,,,,,
coffee,specialty vegetables,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
ham,whole milk,,,,,,,,,
white bread,whipped/sour cream,frozen dessert,pastry,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
processed cheese,onions,root vegetables,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
candy,margarine,butter,,,,,,,,
waffles,rolls/buns,,,,,,,,,
ham,whole milk,,,,,,,,,
bottled water,chicken,processed cheese,whole milk,,,,,,,
mustard,brown bread,,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
whole milk,chocolate,,,,,,,,,
UHT-milk,berries,,,,,,,,,
canned beer,soda,,,,,,,,,
pork,other vegetables,yogurt,white bread,,,,,,,
beverages,whole milk,,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
flower (seeds),domestic eggs,,,,,,,,,
citrus fruit,beverages,pasta,,,,,,,,
white bread,specialty chocolate,,,,,,,,,
salt,whole milk,pickled vegetables,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
ketchup,potato products,,,,,,,,,
newspapers,coffee,soft cheese,,,,,,,,
salty snack,red/blush wine,,,,,,,,,
hygiene articles,hygiene articles,pastry,,,,,,,,
onions,chocolate,,,,,,,,,
sausage,other vegetables,,,,,,,,,
root vegetables,rum,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
beef,misc. beverages,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
beef,liquor (appetizer),frozen vegetables,,,,,,,,
frankfurter,rolls/buns,jam,,,,,,,,
beef,whole milk,,,,,,,,,
pip fruit,fruit/vegetable juice,whipped/sour cream,soda,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
photo/film,other vegetables,,,,,,,,,
sausage,spread cheese,chocolate,,,,,,,,
canned beer,sugar,,,,,,,,,
chicken,pastry,,,,,,,,,
pastry,candy,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
oil,chicken,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
grapes,onions,,,,,,,,,
soft cheese,soda,root vegetables,root vegetables,rolls/buns,root vegetables,margarine,shopping bags,,,
butter milk,pickled vegetables,,,,,,,,,
fruit/vegetable juice,salty snack,,,,,,,,,
dishes,bottled water,,,,,,,,,
rice,dish cleaner,,,,,,,,,
newspapers,soda,,,,,,,,,
baking powder,canned beer,specialty chocolate,,,,,,,,
soft cheese,soda,,,,,,,,,
coffee,shopping bags,,,,,,,,,
chicken,chocolate,chewing gum,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
tropical fruit,yogurt,pip fruit,yogurt,yogurt,,,,,,
specialty bar,soda,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
hygiene articles,skin care,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
cream cheese ,whipped/sour cream,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
sausage,rolls/buns,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,pork,tropical fruit,pastry,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
coffee,bottled beer,,,,,,,,,
sausage,cat food,,,,,,,,,
whole milk,frozen potato products,fruit/vegetable juice,,,,,,,,
hamburger meat,tidbits,,,,,,,,,
beverages,tropical fruit,,,,,,,,,
pot plants,bottled water,yogurt,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
yogurt,chocolate,,,,,,,,,
chicken,salty snack,,,,,,,,,
yogurt,whole milk,,,,,,,,,
brown bread,whole milk,spread cheese,butter,fruit/vegetable juice,,,,,,
soda,UHT-milk,pastry,domestic eggs,,,,,,,
frozen vegetables,cookware,,,,,,,,,
hamburger meat,bottled beer,domestic eggs,,,,,,,,
sausage,pip fruit,,,,,,,,,
butter milk,spices,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
pastry,kitchen towels,,,,,,,,,
bottled beer,soda,frozen vegetables,,,,,,,,
whole milk,tropical fruit,margarine,,,,,,,,
cream cheese ,sausage,whole milk,pip fruit,,,,,,,
liquor,yogurt,napkins,,,,,,,,
soda,brown bread,,,,,,,,,
bottled water,whole milk,,,,,,,,,
salty snack,sugar,,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
dessert,white bread,salty snack,cat food,,,,,,,
pip fruit,butter,,,,,,,,,
mustard,zwieback,,,,,,,,,
sausage,whole milk,,,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
beef,grapes,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,cream cheese ,tropical fruit,root vegetables,specialty chocolate,,,,,,
whole milk,butter,,,,,,,,,
pastry,whipped/sour cream,domestic eggs,,,,,,,,
berries,hamburger meat,,,,,,,,,
ham,tidbits,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
chewing gum,ice cream,,,,,,,,,
canned beer,canned beer,,,,,,,,,
bottled beer,rolls/buns,herbs,UHT-milk,,,,,,,
butter,butter,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
waffles,bottled water,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,whole milk,whole milk,,,,,,,,
pork,rolls/buns,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
butter,tropical fruit,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
candles,canned beer,,,,,,,,,
canned beer,meat,,,,,,,,,
rolls/buns,soda,,,,,,,,,
onions,onions,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
berries,semi-finished bread,,,,,,,,,
rum,sugar,,,,,,,,,
brandy,ham,root vegetables,whole milk,,,,,,,
pip fruit,roll products ,beverages,whole milk,canned fish,sugar,,,,,
other vegetables,chocolate,,,,,,,,,
soda,pork,bottled water,,,,,,,,
soda,yogurt,sliced cheese,,,,,,,,
nuts/prunes,cream cheese ,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
soda,rolls/buns,,,,,,,,,
cream cheese ,chocolate,,,,,,,,,
soda,other vegetables,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
brown bread,whole milk,,,,,,,,,
frankfurter,coffee,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
whole milk,pasta,,,,,,,,,
hamburger meat,pet care,pastry,,,,,,,,
hamburger meat,oil,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
specialty chocolate,coffee,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
pork,yogurt,napkins,,,,,,,,
canned beer,long life bakery product,dish cleaner,candy,,,,,,,
tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
UHT-milk,frozen meals,,,,,,,,,
salty snack,pip fruit,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
waffles,whole milk,shopping bags,flour,shopping bags,,,,,,
bottled water,pastry,,,,,,,,,
beef,whole milk,,,,,,,,,
chewing gum,spread cheese,,,,,,,,,
butter,dish cleaner,,,,,,,,,
chewing gum,butter,,,,,,,,,
finished products,yogurt,,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
baking powder,soda,beverages,,,,,,,,
cleaner,misc. beverages,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
whole milk,sliced cheese,shopping bags,,,,,,,,
whole milk,waffles,,,,,,,,,
coffee,oil,newspapers,,,,,,,,
citrus fruit,bottled beer,butter milk,,,,,,,,
